volatile acidity,citric acid,residual sugar,chlorides,total sulfur dioxide,density,alcohol,wine_type_encoded,quality_binary
-0.8011192993473931,0.34140992442728146,-0.8160109200613546,-0.2131350704504743,-0.35243167898558214,-0.7202346931539428,0.3040712707444496,1.0,1
1.3000767983483115,-1.5481599078381914,-0.4976555275074801,1.2133836253754888,-1.6889161281874996,0.7269488589934895,-0.2866041839394048,0.0,0
1.3000767983483115,-0.9407981760385752,-0.8160109200613546,1.16583300218129,-1.707478412204193,0.4132237532832127,-0.5397508073753411,0.0,0
1.2400426241284341,-0.670859628572079,-0.6690776619595663,2.4021492052304576,-0.7608019273528347,0.46045118855143685,-1.1304262620591956,0.0,0
-1.3414268673262884,-0.13098253363908682,-0.9384553018128448,-1.0690462879460523,-0.35243167898558214,-1.5770753044486854,0.9791289332402814,1.0,0
1.3000767983483115,-0.8733135391719511,-0.7670331673607585,2.4021492052304576,-1.2248590277701672,0.6291206002236126,-0.8772796386232578,0.0,0
-0.020675034488988508,0.4763791981605296,0.48189952650444173,0.5952255238509049,0.9098036341495622,0.36262292978155997,-0.8772796386232578,1.0,0
-1.1012901704467792,-0.33343644423895874,1.7308322203696418,-1.1165969111402512,-0.27818254291880895,-0.17374579933601117,0.21968906293247084,1.0,0
0.09939331395076578,0.34140992442728146,-0.0323668768518173,-1.2116981575286485,0.018814001348283864,-1.4084058927764722,1.8229510113600722,1.0,1
-0.5009484282480067,-0.19846717050571092,-0.6690776619595663,-0.49843880961566717,1.1511133263665752,-0.9226379871605537,0.8947467254283026,1.0,0
-0.6210167766877613,-0.26595180737233465,1.7798099730702377,-0.2131350704504743,0.37149739766545653,0.22431401221035344,0.13530685512049057,1.0,0
-0.8611534735672702,0.5438638350271537,-0.9384553018128448,0.21482053829731468,-0.37099396300227544,-0.4436168580115297,-1.1304262620591956,1.0,0
0.8198034045892929,1.0837409299601457,-0.7670331673607585,-0.878843795169257,-0.31530711095219555,-1.121667892933736,1.4010399723001767,1.0,0
-0.38088007980825206,-0.6033749917054549,-0.17930013495360547,-0.7361919255866609,-0.33386939496888884,-1.8739334689917444,2.1604798426079888,1.0,0
-0.8611534735672702,-0.26595180737233465,1.0206548062109984,-0.3082363168388719,-0.33386939496888884,0.2647946710116831,-0.6241330151873199,1.0,1
-0.7410851251275158,-0.13098253363908682,-0.8649886727619507,-0.6410906791982632,-0.9278624835030744,-1.5804486926821137,1.2322755566762191,1.0,0
-0.7410851251275158,0.5438638350271537,2.318565252776795,-0.5459894328098657,0.30652940360703,1.7760725995945572,-1.2148084698711743,1.0,1
-0.17076047003868178,0.4088945612939055,-0.5711221565583742,-0.9739450415576546,-0.8164887794029146,-1.2262429281705074,0.21968906293247084,1.0,0
-0.6810509509076385,-0.26595180737233465,-0.044611315026966275,-0.5459894328098657,0.9840527702163354,-0.5852991638161649,0.8103645176163238,1.0,0
